id;Type;Toetsparameter;ParameterNaam;ParameterBeschrijving;Data aanwezig in Scheldemonitor;Parameter Name in Scheldemonitor;Parameter Ids in Scheldemonitor;url;Dataset name;Opmerkingen data beschikbaarheid;R script geschreven om data in te lezen;Opmerkingen script;Scheldemonitor;Datafiche_ls
3090;RP;Fytoplankton;Sleutelsoorten;Bespreken van (i) Phaeocystis, (ii) Cyanobacteri‰n en (iii) Algal pollution index;ja;Diatoxanthine in ug/l in zwevend stof;307;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28307%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 9403 #kolommen: 11 kolommen,             min ts: 2001-04-04T02:00:00 max ts: 2019-12-11T12:18:00, minval: 0.0, maxval 22.4066,             dataproviders: De Vlaamse Waterweg, NIOZ-NIOO (Koninklijk Nederlands Instituut voor Onderzoek der Zee)            ;;;ja;S-DS-V-009
3091;RP;Fytoplankton;Sleutelsoorten;Bespreken van (i) Phaeocystis, (ii) Cyanobacteri‰n en (iii) Algal pollution index;ja;Echinenone in ug/l in zwevend stof;467;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28467%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 1481 #kolommen: 11 kolommen,             min ts: 2003-03-18T10:27:00 max ts: 2010-12-15T15:38:56, minval: 0.0, maxval 1.7241,             dataproviders: NIOZ-NIOO (Koninklijk Nederlands Instituut voor Onderzoek der Zee), De Vlaamse Waterweg            ;;;ja;S-DS-V-009
3092;RP;Fytoplankton;Sleutelsoorten;Bespreken van (i) Phaeocystis, (ii) Cyanobacteri‰n en (iii) Algal pollution index;ja;Fucoxanthine in ug/l in zwevend stof;550;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28550%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 9719 #kolommen: 11 kolommen,             min ts: 2001-04-04T02:00:00 max ts: 2019-12-11T12:18:00, minval: 0.0, maxval 587.7299,             dataproviders: NIOZ-NIOO (Koninklijk Nederlands Instituut voor Onderzoek der Zee), De Vlaamse Waterweg            ;;;ja;S-DS-V-009
3093;RP;Fytoplankton;Sleutelsoorten;Bespreken van (i) Phaeocystis, (ii) Cyanobacteri‰n en (iii) Algal pollution index;ja;Luteine in ug/l in zwevend stof;747;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28747%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 9648 #kolommen: 11 kolommen,             min ts: 2001-04-04T02:00:00 max ts: 2019-12-11T12:18:00, minval: 0.0, maxval 32.8431,             dataproviders: NIOZ-NIOO (Koninklijk Nederlands Instituut voor Onderzoek der Zee), De Vlaamse Waterweg            ;;;ja;S-DS-V-009
3094;RP;Fytoplankton;Sleutelsoorten;Bespreken van (i) Phaeocystis, (ii) Cyanobacteri‰n en (iii) Algal pollution index;ja;Neoxanthine in ug/l in zwevend stof;819;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28819%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 8934 #kolommen: 11 kolommen,             min ts: 2001-04-04T02:00:00 max ts: 2019-12-11T12:18:00, minval: 0.0, maxval 47.2075,             dataproviders: NIOZ-NIOO (Koninklijk Nederlands Instituut voor Onderzoek der Zee), De Vlaamse Waterweg            ;;;ja;S-DS-V-009
3095;RP;Fytoplankton;Sleutelsoorten;Bespreken van (i) Phaeocystis, (ii) Cyanobacteri‰n en (iii) Algal pollution index;ja;Peridinine in ug/l in zwevend stof;934;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28934%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 8949 #kolommen: 11 kolommen,             min ts: 2001-04-04T02:00:00 max ts: 2019-12-11T12:18:00, minval: 0.0, maxval 66.1064,             dataproviders: NIOZ-NIOO (Koninklijk Nederlands Instituut voor Onderzoek der Zee), De Vlaamse Waterweg            ;;;ja;S-DS-V-009
3096;RP;Fytoplankton;Sleutelsoorten;Bespreken van (i) Phaeocystis, (ii) Cyanobacteri‰n en (iii) Algal pollution index;ja;Phaeophorbide in ug/l in zwevend stof;945;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28945%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 3275 #kolommen: 11 kolommen,             min ts: 2003-01-14T10:50:00 max ts: 2010-12-15T15:38:56, minval: 0.0, maxval 34.7097,             dataproviders: NIOZ-NIOO (Koninklijk Nederlands Instituut voor Onderzoek der Zee), De Vlaamse Waterweg            ;;;ja;S-DS-V-009
3097;RP;Fytoplankton;Sleutelsoorten;Bespreken van (i) Phaeocystis, (ii) Cyanobacteri‰n en (iii) Algal pollution index;ja;Phaeophytin a in ug/l in oppervlaktewater;947;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28947%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 6725 #kolommen: 11 kolommen,             min ts: 1995-05-03T02:30:00 max ts: 2011-05-11T11:57:00, minval: 0.0, maxval 68.6049007346939,             dataproviders: NIOZ-NIOO (Koninklijk Nederlands Instituut voor Onderzoek der Zee), De Vlaamse Waterweg            ;;;ja;S-DS-V-009
3098;RP;Fytoplankton;Sleutelsoorten;Bespreken van (i) Phaeocystis, (ii) Cyanobacteri‰n en (iii) Algal pollution index;ja;Stikstof in mg/l particulair gebonden in oppervlaktewater;1022;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281022%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 4012 #kolommen: 11 kolommen,             min ts: 1961-01-08T09:21:00 max ts: 2019-12-18T14:08:00, minval: 0.002, maxval 15.4944929748,             dataproviders: RWS - Rijkswaterstaat, De Vlaamse Waterweg            ;;;ja;S-DS-V-009
3099;RP;Fytoplankton;Sleutelsoorten;Bespreken van (i) Phaeocystis, (ii) Cyanobacteri‰n en (iii) Algal pollution index;ja;Violaxanthine in ug/l in oppervlaktewater;1184;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281184%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 8910 #kolommen: 11 kolommen,             min ts: 2001-04-04T02:00:00 max ts: 2019-12-11T12:18:00, minval: 0.0, maxval 37.4295,             dataproviders: De Vlaamse Waterweg, NIOZ-NIOO (Koninklijk Nederlands Instituut voor Onderzoek der Zee)            ;;;ja;S-DS-V-009
3100;RP;Fytoplankton;Sleutelsoorten;Bespreken van (i) Phaeocystis, (ii) Cyanobacteri‰n en (iii) Algal pollution index;ja;Zeaxanthine in ug/l in oppervlaktewater;1195;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281195%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 9407 #kolommen: 11 kolommen,             min ts: 2001-04-04T02:00:00 max ts: 2019-12-11T12:18:00, minval: 0.0, maxval 10.3019,             dataproviders: NIOZ-NIOO (Koninklijk Nederlands Instituut voor Onderzoek der Zee), De Vlaamse Waterweg            ;;;ja;S-DS-V-009
3101;RP;Fytoplankton;Sleutelsoorten;Bespreken van (i) Phaeocystis, (ii) Cyanobacteri‰n en (iii) Algal pollution index;ja;Chlorofyllide in ug/l in de waterkolom;1290;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281290%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 777 #kolommen: 11 kolommen,             min ts: 2003-01-14T10:50:00 max ts: 2008-04-16T10:45:00, minval: 0.0, maxval 68.1692,             dataproviders: De Vlaamse Waterweg            ;;;ja;S-DS-V-009
3102;RP;Fytoplankton;Sleutelsoorten;Bespreken van (i) Phaeocystis, (ii) Cyanobacteri‰n en (iii) Algal pollution index;ja;Lycopen in ug/l in oppervlaktewater;1298;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281298%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 127 #kolommen: 11 kolommen,             min ts: 2003-03-18T10:27:00 max ts: 2004-02-25T12:20:00, minval: 0.0, maxval 11.1837,             dataproviders: De Vlaamse Waterweg            ;;;ja;S-DS-V-009
3103;RP;Fytoplankton;Sleutelsoorten;Bespreken van (i) Phaeocystis, (ii) Cyanobacteri‰n en (iii) Algal pollution index;ja;Phaeophytin b in ug/l in oppervlaktewater;1304;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%281304%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 1158 #kolommen: 11 kolommen,             min ts: 2003-01-14T10:50:00 max ts: 2010-12-15T15:38:56, minval: 0.0, maxval 6.814,             dataproviders: De Vlaamse Waterweg, NIOZ-NIOO (Koninklijk Nederlands Instituut voor Onderzoek der Zee)            ;;;ja;S-DS-V-009
3104;RP;Fytoplankton;Sleutelsoorten;Bespreken van (i) Phaeocystis, (ii) Cyanobacteri‰n en (iii) Algal pollution index;ja;Koolstof van fytoplankton in ug/l in oppervlaktewater;2558;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%282558%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 45606 #kolommen: 11 kolommen,             min ts: 1996-01-09T11:00:00 max ts: 2019-10-16T02:00:00, minval: 0.0, maxval 67111.6094,             dataproviders: De Vlaamse Waterweg            ;;;ja;S-DS-V-009
3105;RP;Fytoplankton;Sleutelsoorten;Bespreken van (i) Phaeocystis, (ii) Cyanobacteri‰n en (iii) Algal pollution index;ja;Phaeopigmenten in ug/l in de waterkolom;3577;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%283577%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 4236 #kolommen: 11 kolommen,             min ts: 2010-01-11T10:00:00 max ts: 2018-12-12T12:51:00, minval: 2.5, maxval 421.32599999999996,             dataproviders: De Vlaamse Waterweg            ;;;ja;S-DS-V-009
3106;RP;Fytoplankton;Sleutelsoorten;Bespreken van (i) Phaeocystis, (ii) Cyanobacteri‰n en (iii) Algal pollution index;ja;Densiteit Fytoplankton in de Waterkolom in ug/l;3608;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%283608%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 0 #kolommen: 11 kolommen,             min ts: nan max ts: nan, minval: nan, maxval nan,             dataproviders:             ;;;ja;S-DS-V-009
3107;RP;Fytoplankton;Biomassa;Verhouding kiezelwieren/groenwieren;ja;Aantal cellen (fytoplankton)  per volume in /l in oppervlaktewater;2268;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%282268%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Fytoplankton;url werkt, #rijen: 0 #kolommen: 11 kolommen,             min ts: nan max ts: nan, minval: nan, maxval nan,             dataproviders:             ;;;ja;S-DS-N-009
3108;RP;Fytoplankton;Biomassa;Verhouding kiezelwieren/groenwieren;ja;Aantal cellen (fytoplankton) per volume per klasse in /l in oppervlaktewater;2472;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%282472%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv;Fytoplankton;url werkt, #rijen: 0 #kolommen: 11 kolommen,             min ts: nan max ts: nan, minval: nan, maxval nan,             dataproviders:             ;;;ja;S-DS-N-009
3109;RP;Fytoplankton;Biomassa;Verhouding kiezelwieren/groenwieren;ja;Alloxanthine in ug/l in zwevend stof;16;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%2816%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 9137 #kolommen: 11 kolommen,             min ts: 2001-04-04T02:00:00 max ts: 2019-12-11T12:18:00, minval: 0.0, maxval 59.9106,             dataproviders: NIOZ-NIOO (Koninklijk Nederlands Instituut voor Onderzoek der Zee), De Vlaamse Waterweg            ;;;ja;S-DS-V-009
3110;RP;Fytoplankton;Biomassa;Verhouding kiezelwieren/groenwieren;ja;B-Caroteen in ug/l in zwevend stof;56;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%2856%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 8966 #kolommen: 11 kolommen,             min ts: 2001-04-04T02:00:00 max ts: 2019-12-11T12:18:00, minval: 0.0, maxval 72.082,             dataproviders: NIOZ-NIOO (Koninklijk Nederlands Instituut voor Onderzoek der Zee), De Vlaamse Waterweg            ;;;ja;S-DS-V-009
3111;RP;Fytoplankton;Biomassa;Verhouding kiezelwieren/groenwieren;ja;Canthaxanthine in ug/l in zwevend stof;167;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28167%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 1641 #kolommen: 11 kolommen,             min ts: 2003-01-14T10:50:00 max ts: 2010-12-15T15:38:56, minval: 0.0, maxval 0.7390000000000001,             dataproviders: NIOZ-NIOO (Koninklijk Nederlands Instituut voor Onderzoek der Zee), De Vlaamse Waterweg            ;;;ja;S-DS-V-009
3112;RP;Fytoplankton;Biomassa;Verhouding kiezelwieren/groenwieren;ja;Diadinoxanthine in ug/l in zwevend stof;306;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28306%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 9565 #kolommen: 11 kolommen,             min ts: 2001-04-04T02:00:00 max ts: 2019-12-11T12:18:00, minval: 0.0, maxval 138.3486,             dataproviders: NIOZ-NIOO (Koninklijk Nederlands Instituut voor Onderzoek der Zee), De Vlaamse Waterweg            ;;;ja;S-DS-V-009
3113;RP;Fytoplankton;Biomassa;Verhouding kiezelwieren/groenwieren;ja;Diatoxanthine in ug/l in zwevend stof;307;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28307%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 9403 #kolommen: 11 kolommen,             min ts: 2001-04-04T02:00:00 max ts: 2019-12-11T12:18:00, minval: 0.0, maxval 22.4066,             dataproviders: De Vlaamse Waterweg, NIOZ-NIOO (Koninklijk Nederlands Instituut voor Onderzoek der Zee)            ;;;ja;S-DS-V-009
3114;RP;Fytoplankton;Biomassa;Verhouding kiezelwieren/groenwieren;ja;Echinenone in ug/l in zwevend stof;467;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28467%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 1481 #kolommen: 11 kolommen,             min ts: 2003-03-18T10:27:00 max ts: 2010-12-15T15:38:56, minval: 0.0, maxval 1.7241,             dataproviders: NIOZ-NIOO (Koninklijk Nederlands Instituut voor Onderzoek der Zee), De Vlaamse Waterweg            ;;;ja;S-DS-V-009
3115;RP;Fytoplankton;Biomassa;Verhouding kiezelwieren/groenwieren;ja;Fucoxanthine in ug/l in zwevend stof;550;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28550%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 9719 #kolommen: 11 kolommen,             min ts: 2001-04-04T02:00:00 max ts: 2019-12-11T12:18:00, minval: 0.0, maxval 587.7299,             dataproviders: NIOZ-NIOO (Koninklijk Nederlands Instituut voor Onderzoek der Zee), De Vlaamse Waterweg            ;;;ja;S-DS-V-009
3116;RP;Fytoplankton;Biomassa;Verhouding kiezelwieren/groenwieren;ja;Luteine in ug/l in zwevend stof;747;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28747%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 9648 #kolommen: 11 kolommen,             min ts: 2001-04-04T02:00:00 max ts: 2019-12-11T12:18:00, minval: 0.0, maxval 32.8431,             dataproviders: NIOZ-NIOO (Koninklijk Nederlands Instituut voor Onderzoek der Zee), De Vlaamse Waterweg            ;;;ja;S-DS-V-009
3117;RP;Fytoplankton;Biomassa;Verhouding kiezelwieren/groenwieren;ja;Neoxanthine in ug/l in zwevend stof;819;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28819%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 8934 #kolommen: 11 kolommen,             min ts: 2001-04-04T02:00:00 max ts: 2019-12-11T12:18:00, minval: 0.0, maxval 47.2075,             dataproviders: NIOZ-NIOO (Koninklijk Nederlands Instituut voor Onderzoek der Zee), De Vlaamse Waterweg            ;;;ja;S-DS-V-009
3118;RP;Fytoplankton;Biomassa;Verhouding kiezelwieren/groenwieren;ja;Peridinine in ug/l in zwevend stof;934;http://geo.vliz.be/geoserver/wfs/ows?service=WFS&version=1.1.0&request=GetFeature&typeName=Dataportal%3Aabiotic_observations&resultType=results&viewParams=where%3Aobs.context+%26%26+ARRAY%5B1%5D+AND+standardparameterid+IN+%28934%29%3Bcontext%3A0001%3Bloggedin%3A1&propertyName=stationname%2Clongitude%2Clatitude%2Cdatetime%2Cdepth%2Cparametername%2Cvaluesign%2Cvalue%2Cdataprovider%2Cdatasettitle&outputFormat=csv; Fytoplankton;url werkt, #rijen: 8949 #kolommen: 11 kolommen,             min ts: 2001-04-04T02:00:00 max ts: 2019-12-11T12:18:00, minval: 0.0, maxval 66.1064,             dataproviders: NIOZ-NIOO (Koninklijk Nederlands Instituut voor Onderzoek der Zee), De Vlaamse Waterweg            ;;;ja;S-DS-V-009
